,concat_emb1,concat_emb2,concat_emb3,concat_emb4,concat_emb5,concat_emb6,concat_emb7,concat_emb8,concat_emb9,concat_emb10,concat_emb11,concat_emb12,concat_emb13,concat_emb14,concat_emb15,concat_emb16,concat_emb17,concat_emb18,concat_emb19,concat_emb20,concat_emb21,concat_emb22,concat_emb23,concat_emb24,concat_emb25,concat_emb26,concat_emb27,concat_emb28,concat_emb29,concat_emb30,concat_emb31,concat_emb32
2022-01-01 00:00:40,0.02570906,-0.15689568,-0.01787501,0.020435369,-0.09705235,0.07841035,-0.025683321,-0.14839846,-0.092459455,0.09188501,-0.045481183,0.18801405,0.079983115,-0.030517338,-0.18658812,0.20715256,0.07280693,-0.18609954,-0.07523253,-0.029088352,0.06632194,-0.008669526,0.1476335,0.13247517,-0.13248162,0.05332961,-0.2034324,-0.1356752,0.027264852,0.0032276344,-0.007995509,-0.13870324
2022-01-01 00:00:44,0.04841091,-0.14338894,-0.0136185195,0.023707673,-0.13880208,0.10500932,-0.031624854,-0.16913277,-0.08147358,0.09176504,-0.004613006,0.18206277,0.08323634,-0.016012898,-0.21742119,0.19513017,0.06930322,-0.17812178,-0.090041906,-0.0140297925,0.05136821,-0.023520958,0.13863511,0.13256112,-0.14346378,0.06819488,-0.20896484,-0.13157365,0.0077558435,-0.00030817755,0.008136304,-0.11989234
2022-01-01 00:00:48,0.05165274,-0.17570028,-0.015961993,0.042309247,-0.12539369,0.08019251,-0.021851495,-0.15795843,-0.10090702,0.100905105,-0.030772695,0.18413751,0.08395183,-0.025584022,-0.20709006,0.21442313,0.08131941,-0.20137869,-0.09316128,-0.039493322,0.07244971,-0.0063513857,0.1675603,0.13275799,-0.14454016,0.06466063,-0.22198561,-0.14473543,0.022423549,0.010648095,-0.0017517034,-0.14956157
2022-01-01 00:00:52,0.0406823,-0.17485979,-0.01226699,0.043319292,-0.09569307,0.10274888,-0.019279987,-0.13792713,-0.110291995,0.08926286,-0.03399769,0.18885334,0.07806597,-0.039498404,-0.17750634,0.20578766,0.06283569,-0.19080369,-0.08038737,-0.027678182,0.07364433,-0.012104296,0.13663612,0.13204858,-0.13059108,0.0582467,-0.21038647,-0.14618771,0.03297625,0.0075443075,0.003941662,-0.121724345
2022-01-01 00:00:56,0.028617453,-0.14890482,-0.020224186,0.027324596,-0.097058155,0.07570226,-0.02899027,-0.16263756,-0.08347781,0.087824635,-0.038580175,0.18200564,0.08515734,-0.025802443,-0.18322898,0.19639534,0.07573733,-0.17879719,-0.08072117,-0.026876772,0.06286741,-0.015797,0.14796643,0.14031166,-0.1373829,0.051604945,-0.20311055,-0.12880757,0.02163152,-0.009357016,-0.01457592,-0.11847993
2022-01-01 00:01:00,0.020336013,-0.16177374,-0.02515293,0.021604225,-0.09159461,0.07524838,-0.022090092,-0.14866003,-0.09248743,0.09776272,-0.05428475,0.18938257,0.084553726,-0.031865418,-0.18249692,0.2113759,0.078517206,-0.1819537,-0.0762807,-0.029719686,0.07003464,-0.008658085,0.1513352,0.12833841,-0.1269315,0.051031638,-0.20356052,-0.13880353,0.031103566,0.0017575007,-0.009047786,-0.14245255
2022-01-01 00:01:04,0.023946565,-0.15316112,-0.019366572,0.021554708,-0.090892695,0.0781077,-0.023511186,-0.14975539,-0.09279391,0.091305494,-0.040957615,0.19214582,0.08246441,-0.02944767,-0.18056168,0.20546536,0.07050856,-0.18157578,-0.07772381,-0.01981319,0.06445189,-0.01705885,0.14359793,0.12995052,-0.1263715,0.053011652,-0.20273504,-0.13664752,0.027205199,-0.0033137146,-0.008634784,-0.124958545
2022-01-01 00:01:08,0.045985818,-0.14088535,-0.015173884,0.01936062,-0.13751002,0.10159818,-0.031780005,-0.17134367,-0.07852185,0.09104632,-0.006684786,0.18404528,0.08477485,-0.015630594,-0.21908574,0.19612812,0.06897083,-0.17601134,-0.08860582,-0.010125874,0.049080804,-0.024678944,0.13859539,0.1297315,-0.14086425,0.068200625,-0.2065936,-0.13047516,0.0076331925,-0.00054328423,0.00765877,-0.11917797
2022-01-01 00:01:12,0.0458187,-0.16809821,-0.021039093,0.035308715,-0.12995477,0.08916281,-0.021581415,-0.15859677,-0.09399028,0.09698941,-0.036671173,0.1833177,0.080304146,-0.026976421,-0.21576488,0.2156784,0.07154789,-0.19182736,-0.079383425,-0.022734763,0.07282216,-0.016005099,0.15149866,0.118460566,-0.1330659,0.07050978,-0.20747007,-0.14556132,0.02599301,0.011542024,0.010130386,-0.13944472
2022-01-01 00:01:16,0.054983217,-0.17549245,-0.016063888,0.046067916,-0.12909813,0.08402595,-0.022991912,-0.15674466,-0.09927579,0.0954819,-0.032395195,0.18239823,0.08084966,-0.028529484,-0.20978586,0.2154818,0.073301055,-0.20020787,-0.08697953,-0.035565466,0.07612472,-0.00826571,0.16194412,0.13076662,-0.14246495,0.06809546,-0.21581618,-0.1460248,0.023714444,0.012903691,0.003521113,-0.1460075
2022-01-01 00:01:20,0.058260184,-0.18066329,-0.017545925,0.046601236,-0.13693555,0.0820707,-0.022531625,-0.15768656,-0.09954084,0.10019209,-0.03302323,0.18228829,0.081481196,-0.027563702,-0.2170429,0.22193566,0.07810442,-0.20312117,-0.090342365,-0.040787898,0.0781551,-0.004314978,0.16939768,0.12859447,-0.14470528,0.0696598,-0.21897629,-0.14882654,0.022706166,0.016512262,0.0053285584,-0.15837222
2022-01-01 00:01:24,0.03582027,-0.16680522,-0.015089661,0.03261104,-0.09704191,0.092630036,-0.021360563,-0.14639415,-0.10142107,0.09027814,-0.03491938,0.18954213,0.080183074,-0.035319444,-0.18185017,0.20728354,0.06699814,-0.18803751,-0.08149726,-0.024406925,0.06808733,-0.01492263,0.14042655,0.130317,-0.13028795,0.057124414,-0.2085284,-0.14347939,0.028666893,0.0032657357,-0.0015236003,-0.12510882
2022-01-01 00:01:28,0.034480426,-0.14935443,-0.0163718,0.028814558,-0.10328633,0.07976815,-0.03027456,-0.16235779,-0.08520315,0.08584804,-0.033219557,0.18105757,0.083138324,-0.026515592,-0.18697946,0.19534656,0.072230004,-0.18244319,-0.08130148,-0.027295463,0.06206603,-0.015496961,0.14646618,0.14199305,-0.14073586,0.054923043,-0.20441955,-0.12946357,0.019519811,-0.0065583577,-0.01171782,-0.11803262
2022-01-01 00:01:32,0.02600682,-0.16348371,-0.021035433,0.025722878,-0.09195522,0.073437415,-0.024135483,-0.146644,-0.09356628,0.09180303,-0.052227944,0.18794575,0.08152466,-0.03372141,-0.18102275,0.21064013,0.07412995,-0.18649083,-0.074798115,-0.03249168,0.07173187,-0.006473054,0.1514942,0.13286904,-0.13103163,0.051484298,-0.20341004,-0.13928354,0.031012988,0.003785338,-0.010624271,-0.14199309
2022-01-01 00:01:36,0.031885106,-0.1480408,-0.022092741,0.0315069,-0.099013396,0.06893895,-0.029884769,-0.1583035,-0.07759452,0.075954854,-0.035197433,0.18559411,0.07999434,-0.028823996,-0.1786411,0.20249772,0.062909685,-0.17569017,-0.07694291,-0.014218658,0.06486514,-0.023421267,0.13996933,0.13451399,-0.13049641,0.05322724,-0.19450112,-0.13701124,0.02180156,-0.01063982,-0.01659788,-0.11363871
2022-01-01 00:01:40,0.048368912,-0.16875479,-0.021709979,0.03893757,-0.13391449,0.089131206,-0.021399254,-0.15933552,-0.09495678,0.099753335,-0.035654202,0.18353078,0.08237163,-0.025513299,-0.21809012,0.21609423,0.07197296,-0.1919553,-0.081173345,-0.024530677,0.074753664,-0.015073419,0.15508635,0.11961271,-0.13358791,0.0717745,-0.20884445,-0.14558864,0.024592085,0.012064419,0.012127721,-0.14133872
2022-01-01 00:01:44,0.04198138,-0.17660122,-0.01843208,0.03759333,-0.10883046,0.07692364,-0.019772977,-0.15303527,-0.10215579,0.100497015,-0.040555462,0.18635717,0.0853697,-0.029208701,-0.19439115,0.21455131,0.082751974,-0.1980157,-0.08927942,-0.039283887,0.07285619,-0.0051437616,0.16481179,0.13157411,-0.13893275,0.05795313,-0.21886894,-0.14493223,0.028099455,0.007985571,-0.0066205612,-0.14716983
2022-01-01 00:01:48,0.042067688,-0.16776855,-0.012014847,0.044300556,-0.10037638,0.099032976,-0.022900203,-0.14240463,-0.104229726,0.08448949,-0.029751277,0.1848792,0.07592434,-0.03627258,-0.17922145,0.20050985,0.06089991,-0.18982804,-0.07934368,-0.025730392,0.072036326,-0.015493726,0.13493663,0.13518818,-0.13447241,0.05838025,-0.2080829,-0.1433038,0.029713828,0.0032449183,6.718756e-05,-0.11585322
2022-01-01 00:01:52,0.027193824,-0.14628798,-0.020342644,0.024989694,-0.09798358,0.07751881,-0.029540053,-0.16310363,-0.083246626,0.08921974,-0.035094153,0.18291861,0.085933305,-0.02353315,-0.18205313,0.19351421,0.07801866,-0.17713903,-0.08375413,-0.027146438,0.059768043,-0.015618226,0.1481982,0.14297074,-0.13896358,0.05046531,-0.20541124,-0.12727414,0.019545555,-0.011151763,-0.016232118,-0.11963405
2022-01-01 00:01:56,0.024492601,-0.16341083,-0.02215432,0.024644881,-0.09150954,0.07284981,-0.02364114,-0.14615312,-0.09312944,0.092160806,-0.05338395,0.18830524,0.08113117,-0.033927538,-0.18085504,0.21142268,0.07425491,-0.18570694,-0.0740073,-0.03134205,0.07176536,-0.006913312,0.15100943,0.13098654,-0.12971288,0.05120733,-0.20295878,-0.13978903,0.031808488,0.0037421905,-0.010628309,-0.14317176
2022-01-01 00:02:00,0.025767125,-0.14785963,-0.02048495,0.021947587,-0.09810067,0.0789894,-0.026678598,-0.15295345,-0.08560337,0.08605631,-0.03684448,0.19051133,0.08134906,-0.027909981,-0.18450673,0.20452155,0.06640073,-0.17741056,-0.076202855,-0.0147129595,0.06272716,-0.020679204,0.13904046,0.12936851,-0.12654316,0.05498259,-0.19734155,-0.13601395,0.023986183,-0.0051109423,-0.0079453075,-0.12031224
2022-01-01 00:02:04,0.048109423,-0.14737111,-0.013064492,0.018891085,-0.14260033,0.11217205,-0.027236631,-0.16700225,-0.088041395,0.099746585,-0.005074889,0.18543193,0.08425235,-0.014749477,-0.22767141,0.19945554,0.071734406,-0.18223213,-0.09005799,-0.011430828,0.05021274,-0.023496566,0.13934025,0.12355912,-0.13928044,0.07270002,-0.21246266,-0.13416123,0.010005286,0.006298775,0.017956851,-0.12538502
2022-01-01 00:02:08,0.05735411,-0.17438951,-0.015360073,0.046173606,-0.13420734,0.08562354,-0.024057152,-0.15917265,-0.09741739,0.09470817,-0.029516496,0.18138698,0.08004547,-0.027705513,-0.21375303,0.21556182,0.072699144,-0.20009574,-0.087639354,-0.035103872,0.07541998,-0.009321703,0.16141161,0.13056618,-0.14421856,0.06987795,-0.21550019,-0.14550409,0.021773413,0.013053437,0.005175215,-0.14556119
2022-01-01 00:02:12,0.031516045,-0.14836851,-0.020065779,0.027253121,-0.1027688,0.082067534,-0.029647768,-0.1637396,-0.08304832,0.08977621,-0.03134194,0.18398668,0.088675275,-0.023671446,-0.18678807,0.19384715,0.077197924,-0.1758798,-0.08509921,-0.026442159,0.059978515,-0.016516848,0.1469061,0.14153017,-0.13841803,0.053036384,-0.2054686,-0.12844948,0.018504292,-0.008320989,-0.012456418,-0.11715501
2022-01-01 00:02:16,0.029084105,-0.1608953,-0.018742211,0.02513489,-0.09639399,0.07427852,-0.025766961,-0.1488873,-0.09204197,0.089937195,-0.047151946,0.18741387,0.08058801,-0.032293823,-0.18455306,0.20922543,0.07271886,-0.18740241,-0.07596487,-0.031637836,0.06951722,-0.0076241526,0.15083344,0.1342588,-0.1335811,0.052931823,-0.20370471,-0.13803367,0.028145522,0.003433046,-0.010110991,-0.13997425
2022-01-01 00:02:20,0.04212858,-0.14231697,-0.01834226,0.026191887,-0.12658289,0.088816404,-0.032844298,-0.17005178,-0.074812785,0.083627015,-0.014045485,0.18284464,0.08294881,-0.019460961,-0.20386326,0.19683908,0.067550465,-0.17378739,-0.086366914,-0.012511034,0.054485332,-0.025171742,0.13900407,0.13412963,-0.13975006,0.06231107,-0.2022341,-0.13200672,0.010705185,-0.0065199845,-0.0042212172,-0.11497883
2022-01-01 00:02:24,0.055360794,-0.17874506,-0.019438554,0.04685775,-0.1311697,0.07672062,-0.023276897,-0.15887159,-0.09552958,0.094430454,-0.038046375,0.18118742,0.079700746,-0.03087256,-0.21106978,0.22147281,0.07431714,-0.20039989,-0.08592217,-0.037287187,0.07990321,-0.007208314,0.16616976,0.12840517,-0.1427053,0.068722256,-0.21396317,-0.14871408,0.024932742,0.013488087,0.0016469015,-0.1529921
2022-01-01 00:02:28,0.030858228,-0.16777214,-0.018919738,0.027476793,-0.09787585,0.082188345,-0.020356776,-0.14951432,-0.10064509,0.100381464,-0.039775986,0.18962803,0.08487985,-0.029099664,-0.18385918,0.20994994,0.0816013,-0.18995534,-0.08736244,-0.033785384,0.066890895,-0.008670554,0.1545175,0.13224371,-0.13385771,0.053136244,-0.21468112,-0.14155217,0.027651446,0.0013891128,-0.008209693,-0.13902725
2022-01-01 00:02:32,0.03557754,-0.15758798,-0.010423486,0.036829032,-0.10271257,0.10442359,-0.026034886,-0.1423294,-0.10225079,0.08852781,-0.028579708,0.18249016,0.07667199,-0.029753553,-0.18432055,0.1921051,0.064293675,-0.18665768,-0.07688897,-0.027277824,0.066501014,-0.013295264,0.13169119,0.13712437,-0.1370704,0.05685236,-0.20724972,-0.13477369,0.026418071,0.002837622,0.000656848,-0.115005404
2022-01-01 00:02:36,0.0298897,-0.14850646,-0.019275945,0.026673976,-0.10001024,0.07823084,-0.029045573,-0.16242456,-0.08439913,0.08842901,-0.034901977,0.18262996,0.08483611,-0.024821056,-0.18483305,0.19549747,0.07560107,-0.17922848,-0.082425274,-0.026136037,0.061349,-0.016170679,0.1471245,0.14064442,-0.13830005,0.052557785,-0.20481999,-0.12917268,0.020387221,-0.008634855,-0.013774551,-0.1190965
2022-01-01 00:02:40,0.015096952,-0.15361428,-0.024580924,0.015132944,-0.09039382,0.08263078,-0.023527913,-0.15093628,-0.08961853,0.09943855,-0.049962204,0.18943636,0.08682226,-0.028365072,-0.18339618,0.20403054,0.080486126,-0.17626809,-0.077219434,-0.026840094,0.06339929,-0.011134306,0.14555939,0.12925576,-0.12696722,0.04970865,-0.20267276,-0.13263774,0.028082857,-0.0019759722,-0.00825462,-0.13422376
2022-01-01 00:02:44,0.027511142,-0.1580222,-0.01893974,0.022712093,-0.10109715,0.082035005,-0.02430252,-0.14942089,-0.09392217,0.095986225,-0.041880913,0.18849261,0.08221347,-0.028291926,-0.18996279,0.20719008,0.074828684,-0.18534477,-0.078550294,-0.028167652,0.06624303,-0.010172294,0.14838192,0.13107276,-0.13175818,0.055055458,-0.2059285,-0.13673478,0.026290223,0.0030947102,-0.0052731466,-0.13747169
2022-01-01 00:02:48,0.024220299,-0.14911602,-0.019799035,0.017942261,-0.10163093,0.085216515,-0.02542976,-0.15225038,-0.089196384,0.09422137,-0.03542085,0.19065602,0.08312629,-0.024974009,-0.19058801,0.2039028,0.072066076,-0.17879635,-0.07895148,-0.018206118,0.060918815,-0.01758639,0.14100178,0.12834227,-0.12807624,0.055815466,-0.2020769,-0.13478845,0.023456305,-0.0021647604,-0.004448772,-0.12613697
2022-01-01 00:02:52,0.031402912,-0.14125325,-0.019832354,0.013626225,-0.12721387,0.10072502,-0.0285866,-0.16142856,-0.08264061,0.0999844,-0.013763281,0.1883582,0.0849261,-0.014253449,-0.20851696,0.19789766,0.07674645,-0.17323571,-0.08911823,-0.011908348,0.049256854,-0.02232397,0.13862301,0.12723386,-0.1349005,0.061989177,-0.20832339,-0.1323288,0.0116366455,-0.0030049137,0.0031505174,-0.12849711
2022-01-01 00:02:56,0.058396034,-0.17224365,-0.01926113,0.04691467,-0.13960814,0.08241913,-0.024328632,-0.16497664,-0.09121972,0.092341185,-0.032770403,0.17879869,0.08016532,-0.027109578,-0.22058786,0.21644698,0.07017767,-0.19719611,-0.082961105,-0.028561482,0.077506505,-0.014582659,0.16001602,0.124760635,-0.14171241,0.073654026,-0.20998663,-0.14596686,0.022878805,0.012401107,0.007951651,-0.14097105
2022-01-01 00:03:00,0.04282569,-0.17429638,-0.01775181,0.038244136,-0.109113574,0.078829214,-0.020763604,-0.15506694,-0.10061201,0.09886621,-0.038151495,0.185546,0.08580446,-0.028986042,-0.19441877,0.21173325,0.081384234,-0.19631584,-0.08897539,-0.03779472,0.07189812,-0.007380855,0.16232358,0.13287681,-0.13929868,0.05858476,-0.21774167,-0.1431978,0.026908457,0.0064956546,-0.0060749208,-0.14130609
2022-01-01 00:03:04,0.03132539,-0.16721416,-0.019248728,0.029974671,-0.095311455,0.08269402,-0.020856101,-0.14888045,-0.09945556,0.096511774,-0.03788594,0.18982679,0.08374323,-0.030483197,-0.17961027,0.20855121,0.077864975,-0.18761356,-0.086480334,-0.03008891,0.06739903,-0.011775908,0.15030201,0.1323813,-0.1323075,0.052698832,-0.21269989,-0.14277133,0.02799287,-0.00057727075,-0.009247828,-0.13381054
2022-01-01 00:03:08,0.037621744,-0.17459504,-0.018515307,0.035599448,-0.1021837,0.0784838,-0.020124462,-0.14817207,-0.10270221,0.0996267,-0.040887874,0.18968017,0.08546415,-0.030370802,-0.18751343,0.21403947,0.08042602,-0.19461954,-0.08712606,-0.036923718,0.07236969,-0.0063899662,0.16015184,0.13175839,-0.13475212,0.05586065,-0.21582405,-0.14477912,0.028862169,0.0062793796,-0.006768714,-0.14344104
2022-01-01 00:03:12,0.032307472,-0.16400503,-0.016669983,0.030653886,-0.0916904,0.08128602,-0.023385536,-0.14867713,-0.09695805,0.08971144,-0.037729196,0.18924676,0.08222472,-0.032915764,-0.17669925,0.20565695,0.071891785,-0.18697295,-0.08228717,-0.027991196,0.06744012,-0.013714944,0.14600688,0.13428676,-0.13246496,0.052500125,-0.2085357,-0.14080805,0.027653296,-0.0011941689,-0.010349815,-0.12639068
2022-01-01 00:03:16,0.037587658,-0.16266036,-0.012892496,0.03682926,-0.097490124,0.09429029,-0.024911974,-0.14471407,-0.09903104,0.08431123,-0.030564025,0.18693915,0.07829171,-0.035113994,-0.17925525,0.19987494,0.0633437,-0.18618989,-0.078706704,-0.024921784,0.068254545,-0.015904052,0.13556087,0.13526677,-0.13370934,0.056341518,-0.20587848,-0.1402878,0.027490122,0.0016191213,-0.0029066305,-0.116556056
2022-01-01 00:03:20,0.034962848,-0.15292498,-0.0164297,0.036387447,-0.10902172,0.090916514,-0.027698101,-0.1557337,-0.093061544,0.098187566,-0.030442633,0.18011965,0.08399097,-0.021517131,-0.19204779,0.19410087,0.07641672,-0.1831489,-0.08468612,-0.03327405,0.06620326,-0.01373228,0.14768992,0.14059122,-0.14096566,0.055939544,-0.2102237,-0.13060372,0.020014038,-0.004771634,-0.005221447,-0.12154342
2022-01-01 00:03:24,0.036351506,-0.1543599,-0.017815739,0.03048749,-0.11129454,0.081123665,-0.029577333,-0.16280061,-0.08449662,0.08878984,-0.034861226,0.17961185,0.0813937,-0.026706342,-0.19462346,0.20152363,0.073253065,-0.18402421,-0.081224725,-0.02848868,0.06517777,-0.014803389,0.14858848,0.13659693,-0.14072257,0.058407046,-0.20473474,-0.13287754,0.019982914,-0.0024422084,-0.007945498,-0.1268309
2022-01-01 00:03:28,0.023639545,-0.15147935,-0.022112023,0.020271184,-0.09650767,0.07958781,-0.026617315,-0.1595426,-0.085638955,0.09563546,-0.039576765,0.18698527,0.08813868,-0.025243865,-0.18566607,0.19975336,0.08094098,-0.17705297,-0.08291985,-0.02740408,0.061049107,-0.014463,0.1488923,0.13554859,-0.13391975,0.051495012,-0.20574014,-0.13047448,0.022401776,-0.006139308,-0.0117179705,-0.1264058
2022-01-01 00:03:32,0.019474572,-0.1567982,-0.02337552,0.0186567,-0.09579726,0.08082861,-0.023474429,-0.1502061,-0.091086924,0.09820463,-0.048851255,0.18941739,0.08421168,-0.029324012,-0.18653478,0.20754655,0.078150705,-0.18028423,-0.07634822,-0.027116772,0.06620796,-0.011439315,0.14711685,0.12772913,-0.1275284,0.053038154,-0.2030979,-0.1354434,0.028253304,0.0010797053,-0.0063515534,-0.13715218
2022-01-01 00:03:36,0.030685406,-0.16297469,-0.0193027,0.028374782,-0.09881947,0.07902467,-0.024364218,-0.1487089,-0.094377674,0.09262721,-0.044904567,0.18785344,0.08143567,-0.032632623,-0.18606982,0.20934029,0.07258163,-0.18680744,-0.07693901,-0.03037072,0.07053457,-0.009691185,0.1497706,0.13194051,-0.13185018,0.05541907,-0.20522088,-0.13918899,0.02820918,0.0042129494,-0.006152883,-0.13769776
2022-01-01 00:03:40,0.03282168,-0.15555783,-0.019562623,0.028644754,-0.101503596,0.07933466,-0.026603961,-0.15193442,-0.0868362,0.083604805,-0.03596156,0.18916078,0.07977693,-0.031776384,-0.18517986,0.20801613,0.06416238,-0.18098013,-0.07694483,-0.017847702,0.06658864,-0.019452902,0.14072166,0.12970799,-0.12876363,0.05715759,-0.19853748,-0.1405166,0.02451965,-0.0019297615,-0.006429018,-0.12368335
2022-01-01 00:03:44,0.044548217,-0.14000955,-0.012520456,0.018009404,-0.13588636,0.10963886,-0.030716792,-0.16996658,-0.0833857,0.09508329,-0.004051811,0.18433893,0.08509684,-0.015208916,-0.2196087,0.1926911,0.07032449,-0.1773153,-0.08960666,-0.010775671,0.047768258,-0.0258777,0.1351615,0.12953915,-0.14089872,0.06966785,-0.2089932,-0.12907617,0.008144416,-0.0003280584,0.011674424,-0.11334557
2022-01-01 00:03:48,0.058433138,-0.17867662,-0.015837012,0.047332387,-0.13505854,0.08471824,-0.022959257,-0.15689878,-0.099797234,0.0973826,-0.030685151,0.18303843,0.080096796,-0.028502714,-0.21483591,0.21968386,0.07408546,-0.20228288,-0.0889356,-0.037775166,0.07774354,-0.0074444707,0.16489558,0.12920287,-0.14352863,0.07055641,-0.21747535,-0.14826904,0.022437183,0.015491874,0.00654522,-0.15208085
2022-01-01 00:03:52,0.037701227,-0.17537673,-0.018080935,0.03557609,-0.10117573,0.07850767,-0.020297516,-0.14745255,-0.10282,0.098492384,-0.042874966,0.1886601,0.084153116,-0.031986304,-0.18704371,0.2146046,0.07927749,-0.19540106,-0.085213855,-0.03760711,0.07332542,-0.0056430204,0.15947711,0.13149115,-0.13483424,0.055868067,-0.21493164,-0.14501837,0.029814264,0.007194167,-0.006502471,-0.14428966
2022-01-01 00:03:56,0.03434062,-0.16898839,-0.01776111,0.033462957,-0.09329907,0.08645984,-0.021488545,-0.14363363,-0.10014858,0.08980064,-0.040620685,0.19140346,0.081217155,-0.03700681,-0.17868781,0.2115178,0.0663313,-0.18696468,-0.07896296,-0.025491143,0.071885295,-0.013276763,0.1429359,0.13008575,-0.12690002,0.055717073,-0.20503265,-0.1454296,0.030409206,0.0038252727,-0.002922848,-0.12887615
